title,location,price(L),rate_persqft,area_insqft,building_status
Residential Plot,Balapur,120.0,3556,3375,New
Residential Plot,Balapur,796.0,3556,22392,New
Residential Plot,Balapur,97.29,3556,2736,New
Residential Plot,Balapur,73.6,3556,2070,New
Residential Plot,Balapur,280.0,3556,7875,New
Residential Plot,Balapur,159.0,3556,4482,New
Residential Plot,Mirkhanpet,17.38,1055,1647,New
Residential Plot,Mirkhanpet,25.36,1055,2403,New
Residential Plot,Shadnagar,10.0,669,1494,New
Residential Plot,Bandaraviryal,36.0,2000,1800,New
Residential Plot,Mirkhanpet,14.72,1055,1395,New
Residential Plot,Mirkhanpet,17.11,888,1926,New
Residential Plot,Bhongir,18.29,1111,1647,New
Residential Plot,Tukkuguda,56.0,2592,2160,New
Residential Plot,Meerkhanpet,29.0,1611,1800,New
Residential Plot,Meerkhanpet,29.0,1611,1800,New
Residential Plot,Tukkuguda,56.0,2592,2160,New
Residential Plot,Wangapalli,17.25,1277,1350,New
Residential Plot,Meerkhanpet,32.0,1777,1800,New
Residential Plot,Alair,8.0,888,900,New
Residential Plot,Nandiwanaparthy,16.0,1077,1485,New
Residential Plot,Meerkhanpet,15.67,1184,1323,New
Residential Plot,Meerkhanpet,15.67,1184,1323,New
Residential Plot,Bhongir,12.0,1111,1080,New
Residential Plot,Bibinagar,20.88,1389,1503,New
Residential Plot,Tukkuguda,56.0,2592,2160,New
Residential Plot,Rudraram,65.0,2889,2250,New
Residential Plot,Rudraram,65.0,2889,2250,New
Residential Plot,Rudraram,67.6,2889,2340,New
Residential Plot,Rudraram,67.6,2889,2340,New
Residential Plot,Rudraram,59.8,2889,2070,New
Residential Plot,Rudraram,59.8,2889,2070,New
Residential Plot,Thimmapur,92.01,2556,3600,New
Residential Plot,Thimmapur,38.41,2556,1503,New
Residential Plot,Thimmapur,69.01,2556,2700,New
Residential Plot,Maheshwaram,19.36,889,2178,New
Residential Plot,Maheshwaram,9.68,889,1089,New
Residential Plot,Maheshwaram,30.0,1667,1800,New
Residential Plot,Maheshwaram,26.7,1667,1602,New
Residential Plot,Maheshwaram,25.05,1667,1503,New
Residential Plot,Maheshwaram,24.0,1667,1440,New
Residential Plot,Maheshwaram,45.0,1667,2700,New
Residential Plot,Maheshwaram,27.45,1667,1647,New
Residential Plot,Maheshwaram,22.5,1667,1350,New
Residential Plot,Maheshwaram,20.25,1667,1215,New
Residential Plot,Maheshwaram,37.5,1667,2250,New
Residential Plot,Shadnagar,83.98,1888,4446,New
Residential Plot,Yadagirigutta,8.95,588,1521,New
Residential Plot,Yadagirigutta,8.85,588,1503,New
Residential Plot,Yadagirigutta,8.58,588,1458,New
Residential Plot,Yadagirigutta,8.42,588,1431,New
Residential Plot,Yadagirigutta,8.37,588,1422,New
Residential Plot,Shadnagar,22.78,1888,1206,New
Residential Plot,Mirkhanpet,13.26,944,1404,New
Residential Plot,Shadnagar,21.08,1888,1116,New
Residential Plot,Mucherla,24.52,833,2943,New
Residential Plot,Mirkhanpet,16.5,833,1980,New
Residential Plot,Mirkhanpet,14.92,833,1791,New
Residential Plot,Mirkhanpet,14.55,833,1746,New
Residential Plot,Mirkhanpet,13.72,833,1647,New
Residential Plot,Shadnagar,19.38,1888,1026,New
Residential Plot,Shadnagar,17.68,1888,936,New
Residential Plot,Mirkhanpet,12.37,833,1485,New
Residential Plot,Mirkhanpet,11.32,833,1359,New
Residential Plot,Bhuvanagiri,45.0,4261,1056,New
Residential Plot,Bhuvanagiri,30.15,2855,1056,New
Residential Plot,Bb Nagar,18.25,1728,1056,New
Residential Plot,Bb Nagar,17.5,1657,1056,Resale
Residential Plot,Shadnagar,13.46,1274,1056,New
Residential Plot,Warangal Highway Aler,9.0,852,1056,New
Residential Plot,Yadagirigutta,6.0,555,1080,New
Residential Plot,Mucherla,37.84,1266,2988,New
Residential Plot,Nandigama,26.0,1729,1503,New
Residential Plot,Shadnagar,9.1,861,1056,New
Residential Plot,Narayan Kher,4.0,378,1056,New
Residential Plot,Humayunagar,17.5,1657,1056,New
Residential Plot,Shadnagar,9.1,861,1056,New
Residential Plot,Bachupally,24.0,2272,1056,New
Residential Plot,Medchal,38.41,3637,1056,Resale
Residential Plot,Medchal,38.41,3637,1056,Resale
Residential Plot,Bhongir,17.0,1609,1056,New
Residential Plot,Gatkeshwar,16.95,1605,1056,New
Residential Plot,Dammaiguda,33.0,3125,1056,New
Residential Plot,Miyapur,54.0,5113,1056,New
Residential Plot,Bachupally,21.61,2046,1056,New
Residential Plot,Shadnagar,9.6,909,1056,New
4 BHK Independent House,Beeramguda,101.0,6312,1600,Ready to move
4 BHK Independent House,Beeramguda,107.0,5944,1800,Ready to move
4 BHK Independent House,Beeramguda,135.0,5400,2500,Ready to move
2 BHK Independent House,Beeramguda,108.0,8640,1250,Ready to move
4 BHK Independent House,Beeramguda,110.0,10476,1050,Ready to move
4 BHK Independent House,Beeramguda,142.0,5680,2500,Ready to move
3 BHK Independent House,Beeramguda,75.0,6000,1250,Ready to move
4 BHK Independent House,Beeramguda,137.0,7405,1850,Ready to move
4 BHK Independent House,Beeramguda,150.0,6000,2500,Ready to move
4 BHK Independent House,Beeramguda,150.0,7142,2100,Ready to move
2 BHK Independent House,Indresham,90.0,7200,1250,Ready to move
2 BHK Independent House,Indresham,95.0,7600,1250,Ready to move
2 BHK Independent House,Indresham,90.0,7200,1250,Ready to move
2 BHK Independent House,Indresham,80.0,6400,1250,Ready to move
2 BHK Independent House,Indresham,88.0,7040,1250,Ready to move
2 BHK Independent House,Indresham,85.0,6800,1250,Ready to move
2 BHK Independent House,Indresham,86.0,6880,1250,Ready to move
2 BHK Independent House,Muthangi,82.0,6074,1350,Ready to move
2 BHK Independent House,Muthangi,84.0,6000,1400,Ready to move
2 BHK Independent House,Muthangi,84.0,6222,1350,Ready to move
4 BHK Independent House,Beeramguda,150.0,5769,2600,Ready to move
4 BHK Independent House,Beeramguda,145.0,5576,2600,Ready to move
4 BHK Independent House,Beeramguda,155.0,6739,2300,Ready to move
4 BHK Independent House,Beeramguda,135.0,6136,2200,Ready to move
4 BHK Independent House,Beeramguda,170.0,6800,2500,Ready to move
4 BHK Independent House,Beeramguda,137.0,7405,1850,Ready to move
4 BHK Independent House,Beeramguda,150.0,7142,2100,Ready to move
4 BHK Independent House,Beeramguda,150.0,6818,2200,Ready to move
4 BHK Independent House,Beeramguda,150.0,6521,2300,Ready to move
2 BHK Independent House,Muthangi,76.0,5846,1300,Ready to move
2 BHK Independent House,Muthangi,82.0,6074,1350,Ready to move
2 BHK Independent House,Muthangi,83.0,6148,1350,Ready to move
2 BHK Independent House,Muthangi,82.0,6074,1350,Ready to move
2 BHK Independent House,Muthangi,84.0,6000,1400,Ready to move
2 BHK Independent House,Muthangi,84.0,6222,1350,Ready to move
2 BHK Independent House,Muthangi,80.0,5925,1350,Ready to move
2 BHK Independent House,Muthangi,85.0,6296,1350,Ready to move
2 BHK Independent House,Muthangi,83.0,6148,1350,Ready to move
2 BHK Independent House,Muthangi,95.0,7600,1250,Ready to move
2 BHK Independent House,Muthangi,80.0,5925,1350,Ready to move
2 BHK Apartment,Attapur,51.5,5421,950,Ready to move
2 BHK Apartment,Attapur,65.1,5502,1183,Ready to move
3 BHK Apartment,Attapur,87.61,5499,1593,Ready to move
2 BHK Apartment,Bowrampet,25.0,2500,1000,Under Construction
5 BHK Independent House,Saidabad Colony Road,275.0,11444,2403,Ready to move
3 BHK Apartment,Miyapur,47.99,2461,1950,Under Construction
Residential Plot,Medchal,16.2,3000,540,Resale
Residential Plot,Medchal,74.76,3111,2403,Resale
Residential Plot,Medchal,102.0,4275,2403,Resale
Residential Plot,Bhongir,64.0,1777,3600,New
Residential Plot,Bhuvanagiri,85.0,1888,4500,New
Residential Plot,Bhuvanagiri,34.0,1888,1800,New
Residential Plot,Bhuvanagiri,53.28,1777,2997,New
Residential Plot,Bhongir,48.0,1777,2700,New
Residential Plot,Bhuvanagiri,80.0,1777,4500,New
Residential Plot,Bhongir,15.5,1722,900,New
Residential Plot,Warangal Highway,15.5,1722,900,New
Residential Plot,Bhongir,45.0,1666,2700,New
2 BHK Apartment,Ahmed Colony Hyderabad,54.0,6000,900,Ready to move
2 BHK Apartment,Ahilya Nagar,58.0,5272,1100,Ready to move
Residential Plot,Bibinagar,81.0,4576,1770,Resale
Residential Plot,Adibatla,13.56,826,1640,Resale
Residential Plot,Ibrahimpatnam,18.46,1045,1765,Resale
Residential Plot,Lakdikapul,16.58,891,1860,Resale
Residential Plot,Ashok Nagar,18.75,1109,1690,Resale
Residential Plot,Begumpet,15.63,873,1790,Resale
Residential Plot,Jubilee Hills,17.56,747,2350,Resale
Residential Plot,Abids,24.3,1205,2015,New
Residential Plot,Malkapur,17.8,912,1950,New
Residential Plot,Sanath Nagar,19.66,762,2580,Resale
Residential Plot,Patancheru,18.75,797,2350,New
Residential Plot,Isnapur,17.56,1206,1455,New
Residential Plot,Kompally,21.4,1023,2090,Resale
Residential Plot,Ramanthapur,21.5,918,2340,Resale
Residential Plot,Malakpet,14.52,839,1730,New
Residential Plot,Kompally,27.81,982,2830,Resale
Residential Plot,Chandanagar,25.76,1144,2250,Resale
Residential Plot,Yousufguda,26.84,1113,2410,Resale
Residential Plot,Kavadiguda,22.35,1025,2180,Resale
Residential Plot,Vignanapuri Teachers Colony,31.25,1330,2348,New
4 BHK Independent House,Jubilee Hills,2000.0,32873,6084,Ready to move
2 BHK Apartment,Alkapur Township,40.0,5000,800,Under Construction
3 BHK Apartment,7 Tombs Road,56.0,3835,1460,Ready to move
3 BHK Apartment,Manikonda,56.0,3835,1460,Ready to move
3 BHK Apartment,Janachaitanya Colony,58.0,4454,1302,Under Construction
3 BHK Apartment,Janachaitanya Colony,58.0,4454,1302,Under Construction
6 BHK Villa,Jubilee Hills,3600.0,42352,8500,Ready to move
3 BHK Villa,Tukkuguda,89.0,3560,2500,Under Construction
2 BHK Apartment,Attapur,75.0,7575,990,Ready to move
2 BHK Apartment,Triveninagar,50.0,4545,1100,Ready to move
2 BHK Apartment,Bachupally,48.0,4403,1090,Ready to move
2 BHK Apartment,Puppalaguda,75.0,6355,1180,Ready to move
2 BHK Apartment,Flamingo,79.0,8777,900,Ready to move
2 BHK Apartment,First Lancer Road,69.0,5798,1190,Ready to move
2 BHK Independent House,Gajularamaram,130.0,6842,1900,Ready to move
2 BHK Apartment,Gandipet,78.0,7090,1100,Ready to move
2 BHK Apartment,Gachibowli,120.0,9302,1290,Ready to move
2 BHK Apartment,Friends Colony Bandam Kommu,69.0,6272,1100,Ready to move
2 BHK Apartment,Friends Colony Jawahar Colony,69.0,5702,1210,Ready to move
2 BHK Apartment,Friends Colony Sai Nagar,69.0,6330,1090,Ready to move
2 BHK Apartment,Nallagandla Gachibowli,88.12,7005,1259,Ready to move
3 BHK Apartment,Kollur,85.78,5999,1430,Under Construction
3 BHK Apartment,Nallagandla Gachibowli,110.0,7004,1572,Ready to move
3 BHK Apartment,Nallagandla Gachibowli,129.0,7003,1854,Ready to move
2 BHK Apartment,Nallagandla Gachibowli,73.35,7006,1048,Ready to move
3 BHK Apartment,Nallagandla Gachibowli,96.87,7004,1384,Ready to move
3 BHK Apartment,Nallagandla Gachibowli,121.0,7003,1730,Ready to move
3 BHK Apartment,Nallagandla Gachibowli,78.04,7005,1115,Ready to move
3 BHK Apartment,Nallagandla Gachibowli,122.0,7003,1754,Ready to move
3 BHK Apartment,Nallagandla Gachibowli,119.0,7003,1707,Ready to move
3 BHK Apartment,Nallagandla Gachibowli,128.0,7003,1841,Ready to move
2 BHK Apartment,Nallagandla Gachibowli,92.74,7004,1325,Ready to move
3 BHK Apartment,Nallagandla Gachibowli,133.0,7003,1912,Ready to move
3 BHK Apartment,Nallagandla Gachibowli,116.0,7003,1669,Ready to move
3 BHK Apartment,Nallagandla Gachibowli,109.0,7004,1569,Ready to move
2 BHK Apartment,Nallagandla Gachibowli,80.28,7005,1147,Ready to move
2 BHK Apartment,Nallagandla Gachibowli,80.0,7005,1143,Ready to move
2 BHK Apartment,Nallagandla Gachibowli,76.85,7005,1098,Ready to move
2 BHK Apartment,Nallagandla Gachibowli,109.0,7000,1564,Ready to move
2 BHK Apartment,Nallagandla Gachibowli,90.85,7004,1298,Ready to move
Residential Plot,Tukkuguda,32.0,1777,1800,New
Residential Plot,Yacharam Mandal,14.15,888,1593,New
Residential Plot,Kandukur,13.19,888,1485,New
Residential Plot,Mirkhanpet,19.99,1111,1800,New
Residential Plot,Yacharam Mandal,17.49,1111,1575,New
Residential Plot,Kandukur,16.69,1111,1503,New
Residential Plot,Maheshwaram,21.0,1333,1575,New
Residential Plot,Maheshwaram,15.24,1333,1143,New
Residential Plot,Maheshwaram,15.0,1333,1125,New
Residential Plot,Maheshwaram,25.05,1666,1503,New
Residential Plot,Kandukur,25.05,1666,1503,New
Residential Plot,Srisailam Highway,25.05,1666,1503,New
Residential Plot,Shamshabad,36.0,2000,1800,New
Residential Plot,Shamshabad,39.96,2000,1998,New
Residential Plot,Bhuvanagiri,20.04,1333,1503,New
Residential Plot,Mansanpally,27.99,1555,1800,New
Residential Plot,Mansanpally Highway,27.43,1555,1764,New
Residential Plot,Tukkuguda,41.06,2055,1998,New
Residential Plot,Tukkuguda,40.69,2055,1980,New
Residential Plot,Mirkhanpet,16.19,999,1620,New
Residential Plot,Kandukur,25.05,1666,1503,New
Residential Plot,Srisailam Highway,25.05,1666,1503,New
Residential Plot,Choutuppal,18.37,1222,1503,New
Residential Plot,Yacharam Mandal,22.0,1222,1800,New
Residential Plot,Medchal,74.76,3111,2403,New
Residential Plot,Medchal,74.76,3111,2403,New
Residential Plot,Warangal Highway,33.3,1666,1998,New
Residential Plot,Bhuvanagiri,30.0,1666,1800,New
Residential Plot,Ghatkesar,15.0,1111,1350,New
Residential Plot,Ghatkesar,22.0,1222,1800,New
Residential Plot,Ghatkesar Road,12.99,1111,1170,New
Residential Plot,Bhuvanagiri,45.0,1666,2700,New
Residential Plot,Bhuvanagiri,33.3,1666,1998,New
Residential Plot,Bhanur,55.86,4666,1197,New
Residential Plot,Wangapalli,8.0,444,1800,New
Residential Plot,Warangal Highway Aler,10.0,555,1800,Resale
Residential Plot,Alair,9.99,555,1800,Resale
Residential Plot,Warangal Highway Aler,10.0,555,1800,Resale
Residential Plot,Sadashivpet,45.0,1666,2700,New
Residential Plot,Sadashivpet,45.0,1666,2700,New
Residential Plot,Srisailam Highway,25.05,1666,1503,New
Residential Plot,Tukkuguda,39.6,2444,1620,New
Residential Plot,Tukkuguda,44.0,2444,1800,New
Residential Plot,Mirkhanpet,13.69,1111,1233,New
Residential Plot,Warangal Highway Aler,10.0,555,1800,Resale
Residential Plot,Alair,9.99,555,1800,Resale
Residential Plot,Warangal Highway Aler,10.0,555,1800,Resale
Residential Plot,Sadashivpet,45.0,1666,2700,New
Residential Plot,Sadashivpet,45.0,1666,2700,New
Residential Plot,Sadashivpet,45.0,1666,2700,New
Residential Plot,Sadashivpet,33.3,1666,1998,New
Residential Plot,Sadashivpet,30.0,1666,1800,New
Residential Plot,Yadagirigutta,48.06,2000,2403,New
Residential Plot,Teachers Colony,30.06,2000,1503,New
Residential Plot,Bhongir,34.0,1888,1800,New
Residential Plot,Bibinagar,21.28,1777,1197,New
Residential Plot,Bibinagar,32.0,1777,1800,New
Residential Plot,Bibinagar,16.0,1777,900,New
Residential Plot,Bibinagar,16.0,1777,900,New
Residential Plot,Bhuvanagiri,12.5,1388,900,New
3 BHK Apartment,Ameenpur,76.78,4799,1600,Under Construction
2 BHK Apartment,Ameenpur,55.18,4799,1150,Under Construction
2 BHK Apartment,Miyapur Hmt Swarnapuri Colony,53.48,4999,1070,Ready to move
2 BHK Apartment,Ameenpur,54.05,4700,1150,Under Construction
2 BHK Apartment,Ameenpur,54.05,4700,1150,Under Construction
2 BHK Apartment,Miyapur,48.96,4800,1020,Ready to move
2 BHK Apartment,Miyapur,48.96,4800,1020,Ready to move
2 BHK Apartment,Miyapur,51.36,4800,1070,Ready to move
2 BHK Apartment,Miyapur Hmt Swarnapuri Colony,51.36,4800,1070,Ready to move
2 BHK Apartment,Miyapur,51.36,4800,1070,Ready to move
2 BHK Apartment,Ameenpur,51.75,4500,1150,Under Construction
2 BHK Apartment,Ameenpur,55.18,4798,1150,Under Construction
2 BHK Apartment,Miyapur,53.48,4998,1070,Ready to move
2 BHK Apartment,Ameenpur,55.18,4799,1150,Under Construction
2 BHK Apartment,Miyapur,53.48,4999,1070,Ready to move
2 BHK Apartment,Miyapur Hmt Swarnapuri Colony,55.93,4700,1190,Under Construction
2 BHK Apartment,Miyapur Hmt Swarnapuri Colony,50.29,4700,1070,Under Construction
2 BHK Independent Floor,Gaddi Annaram,50.0,5000,1000,Ready to move
2 BHK Independent Floor,Falaknuma,51.0,5100,1000,Ready to move
2 BHK Apartment,Himayat Nagar,55.0,5500,1000,Ready to move
2 BHK Apartment,Ameenpur,54.05,4700,1150,Under Construction
2 BHK Apartment,Ameenpur,54.05,4700,1150,Under Construction
2 BHK Apartment,Ameenpur,54.05,4700,1150,Under Construction
2 BHK Apartment,Ameenpur,54.05,4700,1150,Under Construction
2 BHK Independent House,Ameenpur,160.0,12800,1250,Under Construction
2 BHK Independent House,Ameenpur,160.0,12800,1250,Under Construction
2 BHK Independent House,Ameenpur,160.0,12800,1250,Under Construction
2 BHK Independent House,Ameenpur,160.0,12800,1250,Under Construction
2 BHK Independent House,Ameenpur,160.0,12800,1250,Under Construction
2 BHK Independent House,Ameenpur,160.0,12800,1250,Under Construction
2 BHK Independent House,Ameenpur,160.0,12800,1250,Under Construction
2 BHK Independent House,Ameenpur,160.0,12800,1250,Under Construction
2 BHK Independent House,Ameenpur,160.0,12800,1250,Under Construction
2 BHK Apartment,Ameenpur,54.05,4700,1150,Under Construction
2 BHK Apartment,Ameenpur,54.05,4700,1150,Under Construction
2 BHK Apartment,Ameenpur,54.05,4700,1150,Under Construction
2 BHK Apartment,Ameenpur,54.05,4700,1150,Under Construction
2 BHK Apartment,Ameenpur,54.05,4700,1150,Under Construction
2 BHK Apartment,Ameenpur,54.05,4700,1150,Under Construction
3 BHK Apartment,Ameenpur,76.78,4799,1600,Under Construction
2 BHK Independent House,Ameenpur,160.0,12800,1250,Under Construction
2 BHK Independent House,Aminpur,160.0,12800,1250,Under Construction
2 BHK Independent House,Ameenpur,160.0,12800,1250,Under Construction
2 BHK Independent House,Ameenpur,160.0,12800,1250,Under Construction
2 BHK Independent House,Ameenpur,160.0,12800,1250,Under Construction
2 BHK Independent House,Ameenpur,160.0,12800,1250,Under Construction
2 BHK Apartment,Ameenpur,54.05,4700,1150,Under Construction
2 BHK Independent House,Ameenpur,160.0,12800,1250,Under Construction
2 BHK Independent House,Aminpur,160.0,12800,1250,Under Construction
2 BHK Independent House,Aminpur,160.0,12800,1250,Under Construction
2 BHK Independent House,Ameenpur,160.0,12800,1250,Under Construction
2 BHK Apartment,Ameenpur,54.05,4700,1150,Under Construction
2 BHK Apartment,Ameenpur,54.05,4700,1150,Under Construction
2 BHK Apartment,Ameenpur,54.05,4324,1250,Under Construction
2 BHK Apartment,Ameenpur,54.05,4700,1150,Under Construction
4 BHK Independent House,Ameenpur,165.0,11458,1440,Under Construction
2 BHK Apartment,Miyapur,50.29,4700,1070,Under Construction
4 BHK Independent House,Ameenpur,165.0,13200,1250,Under Construction
2 BHK Apartment,Miyapur,53.48,4998,1070,Ready to move
2 BHK Apartment,Aminpur,55.18,4799,1150,Under Construction
3 BHK Villa,Tukkuguda,166.0,6484,2560,Under Construction
5 BHK Villa,Mallampet,176.0,5966,2950,Under Construction
4 BHK Villa,Yapral,1650.0,74660,2210,Under Construction
3 BHK Villa,Medchal,309.0,7974,3875,Under Construction
4 BHK Villa,Ranga Reddy,141.0,6157,2290,Under Construction
4 BHK Villa,Bandlaguda Jagir,339.0,10995,3083,Ready to move
3 BHK Villa,Beeramguda,148.0,8222,1800,Under Construction
3 BHK Villa,Shamirpet,176.0,5990,2938,Under Construction
4 BHK Villa,Srisailam Highway,298.0,14914,1998,Under Construction
2 BHK Apartment,Ameenpur,57.48,4998,1150,Under Construction
2 BHK Apartment,Ameenpur,57.48,4999,1150,Under Construction
2 BHK Apartment,Ameenpur,57.48,4998,1150,Under Construction
2 BHK Apartment,Ameenpur,57.48,4998,1150,Under Construction
2 BHK Apartment,Ameenpur,57.48,4998,1150,Under Construction
2 BHK Apartment,Ameenpur,57.48,4998,1150,Under Construction
2 BHK Independent House,Ameenpur,57.48,4598,1250,Under Construction
2 BHK Independent House,Ameenpur,160.0,12800,1250,Under Construction
2 BHK Independent House,Ameenpur,160.0,12800,1250,Under Construction
2 BHK Independent House,Ameenpur,160.0,12800,1250,Under Construction
2 BHK Independent House,Ameenpur,160.0,13913,1150,Under Construction
2 BHK Independent House,Ameenpur,160.0,12800,1250,Under Construction
4 BHK Villa,Tellapur,240.0,6666,3600,Under Construction
2 BHK Independent House,Ameenpur,160.0,12800,1250,Under Construction
2 BHK Independent House,Ameenpur,160.0,12800,1250,Under Construction
2 BHK Independent House,Ameenpur,160.0,12800,1250,Under Construction
2 BHK Independent House,Aminpur,160.0,12800,1250,Under Construction
2 BHK Independent House,Ameenpur,160.0,12800,1250,Under Construction
2 BHK Independent House,Ameenpur,160.0,12800,1250,Under Construction
2 BHK Independent House,Ameenpur,160.0,12800,1250,Under Construction
2 BHK Independent House,Ameenpur,160.0,12800,1250,Under Construction
2 BHK Apartment,Ameenpur,54.05,4700,1150,Under Construction
2 BHK Independent House,Ameenpur,160.0,12800,1250,Under Construction
2 BHK Independent House,Aminpur,160.0,12800,1250,Under Construction
2 BHK Independent House,Aminpur,160.0,12800,1250,Under Construction
2 BHK Independent House,Ameenpur,160.0,12800,1250,Under Construction
2 BHK Apartment,Ameenpur,54.05,4700,1150,Under Construction
2 BHK Apartment,Ameenpur,54.05,4700,1150,Under Construction
2 BHK Apartment,Ameenpur,54.05,4324,1250,Under Construction
2 BHK Apartment,Ameenpur,54.05,4700,1150,Under Construction
2 BHK Apartment,Ameenpur,55.18,4799,1150,Under Construction
2 BHK Apartment,Dlf Cyber City,81.0,7043,1150,Ready to move
2 BHK Apartment,Dk Enclave,58.0,5321,1090,Ready to move
2 BHK Apartment,Dk Road,51.0,5100,1000,Ready to move
2 BHK Apartment,Digwal,49.0,5444,900,Ready to move
2 BHK Apartment,Diamond Point Road,56.0,7000,800,Ready to move
2 BHK Apartment,Diamond Hill Colony,69.0,6900,1000,Ready to move
4 BHK Independent House,Ameenpur,1650.0,112474,1467,Under Construction
2 BHK Apartment,Miyapur Hmt Swarnapuri Colony,51.34,4799,1070,Ready to move
3 BHK Apartment,Ameenpur,76.78,4799,1600,Under Construction
2 BHK Apartment,Ameenpur,55.18,4799,1150,Under Construction
2 BHK Apartment,Ameenpur,55.18,4799,1150,Under Construction
2 BHK Apartment,Miyapur Hmt Swarnapuri Colony,53.48,4999,1070,Ready to move
2 BHK Apartment,Ameenpur,57.48,4999,1150,Under Construction
2 BHK Apartment,Ameenpur,57.48,4999,1150,Under Construction
2 BHK Apartment,Ameenpur,57.48,4999,1150,Under Construction
2 BHK Apartment,Ameenpur,57.48,4999,1150,Under Construction
5 BHK Villa,Rajendra Nagar,736.0,14989,4910,Ready to move
2 BHK Apartment,Ameenpur,57.48,4999,1150,Under Construction
3 BHK Villa,Shamirpet,136.0,4628,2938,Under Construction
4 BHK Villa,Turkayamjal,326.0,8326,3915,Under Construction
2 BHK Apartment,Ameenpur,57.48,4998,1150,Under Construction
2 BHK Apartment,Ameenpur,57.48,4998,1150,Under Construction
2 BHK Apartment,Ameenpur,57.48,4999,1150,Under Construction
2 BHK Apartment,Meerkhanpet,57.48,4999,1150,Under Construction
2 BHK Apartment,Ameenpur,57.48,4998,1150,Under Construction
2 BHK Apartment,Ameenpur,57.48,4998,1150,Under Construction
2 BHK Apartment,Ameenpur,57.48,4999,1150,Under Construction
2 BHK Apartment,Ameenpur,57.48,4998,1150,Under Construction
2 BHK Apartment,Ameenpur,57.48,4999,1150,Under Construction
2 BHK Apartment,Ameenpur,57.48,4999,1150,Under Construction
2 BHK Apartment,Ameenpur,57.48,4999,1150,Under Construction
2 BHK Apartment,Ameenpur,574.0,49985,1150,Under Construction
2 BHK Apartment,Ameenpur,57.48,4999,1150,Under Construction
2 BHK Apartment,Ameenpur,57.48,4999,1150,Under Construction
2 BHK Apartment,Ameenpur,57.48,4999,1150,Under Construction
2 BHK Apartment,Ameenpur,57.48,4999,1150,Under Construction
2 BHK Apartment,Ameenpur,57.48,4999,1150,Under Construction
2 BHK Apartment,Ameenpur,57.48,4999,1150,Under Construction
2 BHK Apartment,Ameenpur,57.48,4998,1150,Under Construction
2 BHK Apartment,Ameenpur,57.48,4999,1150,Under Construction
Residential Plot,Bhuvanagiri,48.0,1777,2700,New
Residential Plot,Bachupally,190.0,10555,1800,Resale
Residential Plot,Kadthal,19.11,1444,1323,New
Residential Plot,Bhuvanagiri,47.0,1740,2700,New
Residential Plot,Bhongir,42.72,1777,2403,New
Residential Plot,Bhuvanagiri,31.0,1722,1800,New
Residential Plot,Shadnagar,21.58,1444,1494,New
Residential Plot,Shadnagar,25.09,1444,1737,New
Residential Plot,Shadnagar,21.58,1444,1494,New
Residential Plot,Mucherla,25.36,1055,2403,New
Residential Plot,Kandukur,22.8,1055,2160,New
Residential Plot,Mirkhanpet,21.09,1055,1998,New
Residential Plot,Srisailam Highway,22.05,1666,1323,New
Residential Plot,Srisailam Highway,21.6,1666,1296,New
Residential Plot,Srisailam Highway,25.05,1666,1503,New
Residential Plot,Srisailam Highway,25.05,1666,1503,New
Residential Plot,Kandukur,13.99,888,1575,New
Residential Plot,Mirkhanpet,14.39,888,1620,New
Residential Plot,Mirkhanpet,13.19,888,1485,New
Residential Plot,Medchal,33.6,3111,1080,Resale
Residential Plot,Mirkhanpet,14.69,1111,1323,New
Residential Plot,Shamshabad,35.75,25000,143,New
Residential Plot,Kadthal,20.3,1555,1305,New
Residential Plot,Bhuvanagiri,17.0,1888,900,New
Residential Plot,Mansanpally,23.0,1277,1800,New
Residential Plot,Mansanpally,20.7,1277,1620,New
Residential Plot,Srisailam Highway,30.0,1666,1800,New
Residential Plot,Srisailam Highway,22.05,1666,1323,New
Residential Plot,Srisailam Highway,25.05,1666,1503,New
Residential Plot,Kandukur,13.99,888,1575,New
Residential Plot,Mirkhanpet,13.99,888,1575,New
Residential Plot,Mirkhanpet,14.39,888,1620,New
Residential Plot,Mirkhanpet,13.19,888,1485,New
Residential Plot,Mirkhanpet,25.36,1055,2403,New
Residential Plot,Mirkhanpet,22.8,1055,2160,New
Residential Plot,Mirkhanpet,21.09,1055,1998,New
Residential Plot,Srisailam Highway,13.5,1000,1350,New
Residential Plot,Warangal Highway Aler,10.0,555,1800,Resale
Residential Plot,Nagarguda,33.0,2444,1350,New
Residential Plot,Meerkhanpet,15.91,888,1791,New
Residential Plot,Mirkhanpet,13.7,1111,1233,New
Residential Plot,Yacharam Mandal,22.0,1111,1980,New
Residential Plot,Mirkhanpet,26.7,1111,2403,New
Residential Plot,Kandukur,22.0,1111,1980,New
Residential Plot,Yacharam Mandal,18.3,1111,1647,New
Residential Plot,Yacharam Mandal,17.5,1111,1575,New
Residential Plot,Yacharam Mandal,15.6,1111,1404,New
Residential Plot,Mirkhanpet,13.7,1111,1233,New
Residential Plot,Srisailam Highway,13.5,1000,1350,New
Residential Plot,Srisailam Highway,14.85,1000,1485,New
Residential Plot,Mirkhanpet,27.0,1500,1800,New
Residential Plot,Yacharam,17.0,1144,1485,New
Residential Plot,Mansanpally Highway,24.69,1444,1710,New
Residential Plot,Mirkhanpet,13.99,888,1575,New
Residential Plot,Mirkhanpet,13.19,888,1485,New
